Country,YearsProgram,DeveloperType,HaveWorkedLanguage,Salary
Canada,20 or more years,NA,C#; SQL,NA
Netherlands,20 or more years,Database administrator; DevOps specialist,Ruby; SQL,51612.9032258064
Russian Federation,20 or more years,Web developer,CoffeeScript; JavaScript; Ruby; SQL,7017.54385964912
United Kingdom,20 or more years,Web developer; Mobile developer; Desktop applications developer,C#; JavaScript; SQL; Swift,56250
Iran,20 or more years,Web developer; Mobile developer,C#; SQL; Swift,NA
New Zealand,20 or more years,Embedded applications/devices developer; Systems administrator,C; Python,73571.4285714286
Malta,20 or more years,Web developer,Go; JavaScript; PHP,49462.3655913978
Italy,20 or more years,Web developer; Developer with a statistics or mathematics background; Data scientist,JavaScript; PHP,NA
United States,20 or more years,Web developer,JavaScript; Python,12e4
Germany,20 or more years,NA,NA,NA
United States,20 or more years,Web developer,NA,NA
India,20 or more years,Web developer,NA,NA
United Kingdom,20 or more years,NA,C++,NA
Belgium,20 or more years,Web developer,C#; JavaScript,NA
Germany,20 or more years,Web developer; Database administrator; Systems administrator; DevOps specialist; Other,Java; JavaScript,73118.2795698925
Israel,20 or more years,Web developer; Other,C#; JavaScript,NA
Switzerland,20 or more years,Embedded applications/devices developer; Desktop applications developer; DevOps specialist,C; C++; Go; Haskell; JavaScript; Python,NA
Russian Federation,20 or more years,Developer with a statistics or mathematics background,Java; Scala,NA
Finland,20 or more years,Web developer; DevOps specialist,Groovy; Java; JavaScript; Perl; PHP; Python; Scala; SQL,NA
Canada,20 or more years,NA,Java; Perl; PHP; Python; Ruby,NA
United Kingdom,20 or more years,Web developer,C#; JavaScript; SQL; TypeScript; VB.NET,NA
United Kingdom,20 or more years,Web developer; Developer with a statistics or mathematics background; Database administrator,C#; JavaScript; PHP; Ruby; SQL,NA
United States,20 or more years,NA,Java; JavaScript; VBA,NA
Croatia,20 or more years,Web developer,C++; JavaScript; PHP; Ruby; SQL,NA
Australia,20 or more years,Web developer; Desktop applications developer,C#; SQL; VB.NET,NA
Germany,20 or more years,Mobile developer; Graphics programming,C#; Java,NA
Canada,20 or more years,NA,VBA,NA
France,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Desktop applications developer; DevOps specialist,Assembly; C; C++; Java; JavaScript; Perl; Python; Ruby; SQL; TypeScript,46236.5591397849
Hungary,20 or more years,Web developer; Mobile developer; Graphics programming,Java; JavaScript; PHP; SQL,NA
United States,20 or more years,Web developer,JavaScript; PHP; SQL,85e3
Russian Federation,20 or more years,NA,Python; SQL,NA
United States,20 or more years,Web developer; Desktop applications developer; Database administrator; Systems administrator,C; C++; JavaScript; Perl; SQL,NA
Czech Republic,20 or more years,NA,Assembly; C; Java; JavaScript; Python,NA
Germany,20 or more years,Mobile developer; Embedded applications/devices developer; Graphics programming; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,C; C++; C#; Java; JavaScript; Perl; Python; TypeScript,NA
Fiji,20 or more years,Web developer; Mobile developer; Graphics programming; Desktop applications developer; Database administrator,C#; JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,NA
Israel,20 or more years,NA,C++; C#; Java; JavaScript; Objective-C; PHP; Python; SQL,NA
United States,20 or more years,Web developer,C#; JavaScript; SQL; VB.NET,95e3
United States,20 or more years,NA,C; JavaScript; Lua; Objective-C; PHP; Ruby; Swift,NA
Finland,20 or more years,Web developer; Embedded applications/devices developer; Machine learning specialist; Data scientist; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist; Other,Java; JavaScript; Python; SQL,NA
Israel,20 or more years,Developer with a statistics or mathematics background; Data scientist; Other,Assembly; C++; Matlab; R,115902.964959569
Germany,20 or more years,Developer with a statistics or mathematics background; Desktop applications developer; Other,C++; C#,83870.9677419355
United States,20 or more years,Web developer,C#; JavaScript; SQL,NA
Belgium,20 or more years,Web developer; Data scientist; Desktop applications developer,PHP; SQL; VBA,NA
Turkey,20 or more years,NA,CoffeeScript; Haskell; JavaScript; Lua; Perl; PHP; Python; SQL,NA
United Kingdom,20 or more years,Desktop applications developer,C++; C#; Ruby,NA
Germany,20 or more years,Other,C; Java; JavaScript; PHP,NA
Norway,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer,C#; Java; JavaScript; Python; SQL; TypeScript,NA
Greece,20 or more years,Web developer,C; Java; JavaScript; Python; SQL,53763.4408602151
United States,20 or more years,NA,C; Perl; PHP; Python; Ruby; Swift,NA
Lithuania,20 or more years,Web developer; Mobile developer; Graphics programming; Desktop applications developer; Database administrator; Systems administrator,C; C++; C#; Java; JavaScript; Objective-C; SQL; Swift; TypeScript,NA
United Kingdom,20 or more years,Web developer,Clojure; JavaScript,NA
Denmark,20 or more years,Other,Java; JavaScript,NA
Australia,20 or more years,Developer with a statistics or mathematics background,SQL; VB.NET; VBA; Visual Basic 6,NA
Philippines,20 or more years,Web developer; Systems administrator; DevOps specialist,JavaScript; Perl; Python; SQL,NA
United States,20 or more years,Web developer; Mobile developer; Desktop applications developer,C#; JavaScript; PHP; SQL; TypeScript; VB.NET,NA
Hungary,20 or more years,Web developer,Java; Perl; SQL,NA
United Kingdom,20 or more years,Web developer,Java,68750
United States,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Developer with a statistics or mathematics background; Desktop applications developer; DevOps specialist,C#; Java; JavaScript; Python; Scala,143e3
United States,20 or more years,Web developer; Desktop applications developer,C; C++; Java; JavaScript; PHP; SQL,NA
Brazil,20 or more years,Web developer; Desktop applications developer; DevOps specialist,Clojure; Go; Groovy; Haskell; Java; JavaScript; Ruby; Scala; SQL,38216.5605095541
United States,20 or more years,DevOps specialist,Go; JavaScript; Python; Ruby,87e3
Slovenia,20 or more years,Web developer; Embedded applications/devices developer; Database administrator; Systems administrator; DevOps specialist,C; Go; PHP; R; SQL,NA
Estonia,20 or more years,Web developer; Data scientist; Database administrator; DevOps specialist,Go; Groovy; Python; SQL,45161.2903225806
Spain,20 or more years,NA,Python; SQL,NA
Estonia,20 or more years,Embedded applications/devices developer; Developer with a statistics or mathematics background,C++; Java; Smalltalk; Swift,58064.5161290323
Canada,20 or more years,Web developer,C#; JavaScript; SQL,NA
Argentina,20 or more years,Web developer; Desktop applications developer,C; C++; SQL,NA
United States,20 or more years,DevOps specialist; Other,Go; Python; Ruby,NA
Egypt,20 or more years,Desktop applications developer,NA,NA
Japan,20 or more years,Embedded applications/devices developer; Developer with a statistics or mathematics background; Desktop applications developer,Assembly; C; C++; C#; JavaScript; Lua; Matlab,NA
I prefer not to say,20 or more years,NA,Erlang; JavaScript; Scala,NA
India,20 or more years,Web developer; Desktop applications developer; Systems administrator; DevOps specialist,Java; JavaScript; Perl; Scala,NA
United States,20 or more years,Web developer; Mobile developer; Developer with a statistics or mathematics background,Groovy; Java; SQL,NA
United Arab Emirates,20 or more years,Systems administrator; DevOps specialist; Other,JavaScript; Matlab; Python; SQL,NA
Slovenia,20 or more years,Database administrator; Systems administrator; DevOps specialist,Perl; PHP; SQL,48387.0967741935
United States,20 or more years,Web developer; Developer with a statistics or mathematics background; Data scientist; DevOps specialist,C++; Go; Python,NA
Spain,20 or more years,Web developer; Desktop applications developer; Database administrator,C#; Java; JavaScript; SQL,75268.8172043011
Canada,20 or more years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer,C#; JavaScript; SQL,43939.3939393939
United States,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Graphic designer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer,JavaScript; PHP; SQL,NA
Ireland,20 or more years,Desktop applications developer,C#; JavaScript; SQL; TypeScript; Visual Basic 6,NA
Sweden,20 or more years,Desktop applications developer,Java,NA
United States,20 or more years,Graphics programming; Desktop applications developer; Systems administrator; DevOps specialist; Other,C++; Java; Python; SQL,89e3
Germany,20 or more years,Web developer; Database administrator,Java; JavaScript; Python; SQL,46451.6129032258
Singapore,20 or more years,Web developer; Mobile developer; Machine learning specialist,C++; Groovy; Java; JavaScript; Python; Scala; Swift; TypeScript,NA
Germany,20 or more years,Other,C; C++; Java; Python; SQL,NA
United States,20 or more years,Other,Python; SQL,87e3
Netherlands,20 or more years,Web developer; Desktop applications developer,C#; JavaScript; SQL; VB.NET,51612.9032258064
Romania,20 or more years,Web developer; Mobile developer; Graphic designer; Desktop applications developer; Database administrator,Go; Java; PHP; SQL,NA
Peru,20 or more years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,C#; Java; JavaScript; Matlab; PHP; Python; R; SQL; VB.NET; VBA,NA
Germany,20 or more years,Web developer; Desktop applications developer,C#; JavaScript; TypeScript,NA
United States,20 or more years,Other,C#; JavaScript,143e3
Spain,20 or more years,Web developer; Desktop applications developer,Haskell; JavaScript,NA
Denmark,20 or more years,Web developer,Java; JavaScript,NA
United Kingdom,20 or more years,Mobile developer,Objective-C; Swift,4e4
United States,20 or more years,Web developer; Embedded applications/devices developer,C#; Java; JavaScript; PHP; Ruby; SQL,103e3
New Zealand,20 or more years,NA,Java; JavaScript; Python,NA
Netherlands,20 or more years,Web developer,C#; JavaScript; SQL; TypeScript,NA
Iran,20 or more years,Web developer; Developer with a statistics or mathematics background; Database administrator; Systems administrator; DevOps specialist,C++; JavaScript; Objective-C; PHP; SQL; Swift,NA
United States,20 or more years,Desktop applications developer,C#,NA
Finland,20 or more years,NA,C; JavaScript,NA
United States,20 or more years,NA,Java; Objective-C; Perl; PHP; Python; SQL; Swift,NA
Bosnia-Herzegovina,20 or more years,Web developer; Graphics programming,CoffeeScript; Go; JavaScript; PHP; Python; Rust; SQL; TypeScript,NA
United States,20 or more years,Web developer; Desktop applications developer; Database administrator,NA,NA
Australia,20 or more years,Machine learning specialist; Data scientist,Java; Python,NA
Germany,20 or more years,Web developer,JavaScript; Perl; PHP; SQL,NA
Macedonia,20 or more years,Web developer,JavaScript; Python; SQL,32258.064516129
Austria,20 or more years,NA,JavaScript; PHP; Ruby; SQL,NA
Germany,20 or more years,Web developer,C#; Java; JavaScript,118279.569892473
United States,20 or more years,Web developer,Java; Python; SQL,165e3
Sweden,20 or more years,Web developer; Desktop applications developer; DevOps specialist,C#; JavaScript; Python; Ruby; SQL,55882.3529411765
Lithuania,20 or more years,NA,JavaScript; Python,NA
Germany,20 or more years,Web developer; Desktop applications developer,Assembly; C; C++; C#; Groovy; Java; JavaScript; Lua; PHP; SQL; VB.NET; Visual Basic 6,32258.064516129
Brazil,20 or more years,Developer with a statistics or mathematics background; Database administrator; Systems administrator,Assembly; C; C++; PHP; Python,NA
Venezuela,20 or more years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Desktop applications developer; Database administrator; Systems administrator,C; C++; C#; JavaScript; Objective-C; Perl; PHP; Python; SQL; VB.NET; VBA; Visual Basic 6,2e4
Sweden,20 or more years,Web developer; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer,C#; SQL,NA
Italy,20 or more years,Web developer; Desktop applications developer,C; C++; C#; Java; JavaScript; SQL,53763.4408602151
United States,20 or more years,Web developer,Java; JavaScript; Ruby; Scala,16e4
Germany,20 or more years,Web developer,JavaScript,NA
Germany,20 or more years,Web developer; Graphics programming; Desktop applications developer; Quality assurance engineer,C; JavaScript; Smalltalk,NA
United Kingdom,20 or more years,Web developer,C#; JavaScript,NA
Germany,20 or more years,Mobile developer; Developer with a statistics or mathematics background; Desktop applications developer,C#; Visual Basic 6,NA
United Kingdom,20 or more years,NA,Java; JavaScript; Ruby,NA
Belgium,20 or more years,Web developer,Java; JavaScript; SQL,NA
Italy,20 or more years,Web developer; Mobile developer; Desktop applications developer,JavaScript,NA
Hong Kong,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer; Other,C; C++; C#; Groovy; Java; JavaScript; Perl; PHP; SQL; VB.NET; VBA,NA
Germany,20 or more years,Mobile developer; Embedded applications/devices developer; Systems administrator,C; JavaScript; Objective-C; PHP; Swift,NA
Germany,20 or more years,Web developer; Data scientist; Database administrator,C#; JavaScript; SQL,NA
Germany,20 or more years,Web developer; Systems administrator,C++; JavaScript; Python,NA
Germany,20 or more years,NA,C; C++; C#; Java; JavaScript; PHP; TypeScript; VBA; Visual Basic 6,NA
Canada,20 or more years,Web developer,JavaScript,NA
United States,20 or more years,NA,JavaScript; Ruby,NA
United States,20 or more years,NA,Python,NA
Germany,20 or more years,NA,Java; JavaScript; PHP; SQL,NA
Netherlands,20 or more years,Web developer; Mobile developer; DevOps specialist,C#; Java; JavaScript; VB.NET,NA
Germany,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Quality assurance engineer,C; C++; Go; JavaScript; Python; SQL,80645.1612903226
United States,20 or more years,Embedded applications/devices developer; Desktop applications developer,C; C++; C#; F#; Matlab; Rust; TypeScript; VB.NET,NA
Germany,20 or more years,NA,C++; C#; JavaScript; Python; SQL; TypeScript; VB.NET,NA
Australia,20 or more years,NA,JavaScript; PHP; SQL; VBA,NA
United States,20 or more years,NA,NA,NA
Germany,20 or more years,Web developer,JavaScript; PHP; SQL; TypeScript,40860.2150537634
Pakistan,20 or more years,Web developer; Systems administrator; DevOps specialist,C++; C#; CoffeeScript; Java; JavaScript; PHP,NA
China,20 or more years,Database administrator; Systems administrator; DevOps specialist,C; C++; Erlang; JavaScript; Python,NA
Russian Federation,20 or more years,Developer with a statistics or mathematics background; Data scientist,Java; JavaScript; PHP; Python; Scala; SQL; TypeScript,NA
United States,20 or more years,NA,Java; JavaScript; Perl; Python; SQL,NA
United States,20 or more years,Web developer; Desktop applications developer; DevOps specialist,C++; Java; JavaScript; Perl; Ruby; SQL,NA
Sweden,20 or more years,Web developer,C#; SQL,NA
Austria,20 or more years,Web developer; Desktop applications developer; Systems administrator,JavaScript; Perl; PHP; Smalltalk; SQL; Swift,NA
Spain,20 or more years,Web developer; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C; C++; C#; Java; JavaScript; PHP; SQL; VB.NET; Visual Basic 6,59139.7849462366
Germany,20 or more years,NA,C; C#; Python,NA
Germany,20 or more years,NA,C#; SQL,NA
Germany,20 or more years,Web developer; Systems administrator; Other,JavaScript; Python; Ruby; SQL,NA
Germany,20 or more years,Web developer; Machine learning specialist,Go; Java; JavaScript; Python; Ruby; SQL,NA
Panama,20 or more years,Web developer; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,Java; JavaScript; Python; R; SQL,NA
United States,20 or more years,NA,NA,NA
Germany,20 or more years,Web developer,NA,NA
United Kingdom,20 or more years,NA,Python; Rust; SQL,NA
United States,20 or more years,Desktop applications developer,Perl; Smalltalk,NA
United States,20 or more years,Other,C; Smalltalk,NA
United States,20 or more years,NA,NA,NA
United States,20 or more years,NA,Matlab; Python; R,NA
South Africa,20 or more years,Other,C#; SQL,NA
United States,20 or more years,Web developer; Desktop applications developer,C#,NA
United Kingdom,20 or more years,Web developer; Systems administrator; DevOps specialist,Assembly; C; C++; Java; JavaScript; Perl; PHP; Python; SQL,NA
Canada,20 or more years,Desktop applications developer,C++,NA
United States,20 or more years,Web developer; Desktop applications developer,C#; SQL,118e3
United States,20 or more years,NA,C++; C#; Java; JavaScript; SQL,NA
United Kingdom,20 or more years,Desktop applications developer,C; C++; C#; JavaScript,NA
Germany,20 or more years,NA,C,NA
United Kingdom,20 or more years,Web developer; DevOps specialist,JavaScript,NA
United Kingdom,20 or more years,NA,JavaScript; Python; SQL,NA
Germany,20 or more years,Web developer; DevOps specialist,JavaScript; Lua,NA
United Kingdom,20 or more years,Web developer,C#; JavaScript; SQL; TypeScript,NA
United States,20 or more years,Embedded applications/devices developer; Developer with a statistics or mathematics background,C; C++; C#; Perl; PHP,15e4
Ukraine,20 or more years,NA,Assembly; C; C++; Java; JavaScript; Lua; Matlab; Perl; PHP; Python; SQL,NA
United States,20 or more years,Developer with a statistics or mathematics background,C++; C#; Java; JavaScript; PHP,NA
Spain,20 or more years,Web developer,JavaScript; PHP; SQL,NA
United States,20 or more years,Web developer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C#; F#; JavaScript; SQL; TypeScript,103e3
United Kingdom,20 or more years,NA,Swift; VB.NET,NA
Portugal,20 or more years,NA,Assembly; Lua; Python,NA
United Kingdom,20 or more years,Embedded applications/devices developer; Desktop applications developer,NA,NA
United States,20 or more years,Desktop applications developer; Database administrator,NA,NA
United States,20 or more years,NA,NA,NA
United States,20 or more years,Web developer; Mobile developer; Desktop applications developer; DevOps specialist,C#; JavaScript; SQL; TypeScript,98e3
United Kingdom,20 or more years,Web developer,Objective-C,NA
Australia,20 or more years,Embedded applications/devices developer; Desktop applications developer; Database administrator,NA,NA
Australia,20 or more years,Desktop applications developer; Other,C#; SQL,NA
United States,20 or more years,Web developer; Desktop applications developer,C++; C#; JavaScript; SQL,NA
United Kingdom,20 or more years,NA,Haskell; Python,NA
Russian Federation,20 or more years,Desktop applications developer,C; C++,NA
Norway,20 or more years,NA,NA,NA
Canada,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer,CoffeeScript; JavaScript; Python; Ruby; SQL,NA
United States,20 or more years,Web developer; Mobile developer; Database administrator; Systems administrator,C#; Elixir; Java; JavaScript; Perl; PHP; SQL; VB.NET,85e3
United States,20 or more years,Web developer; Database administrator; Systems administrator,Common Lisp; JavaScript; Perl,NA
United Kingdom,20 or more years,Web developer; Desktop applications developer,C#; JavaScript; SQL; TypeScript,NA
Canada,20 or more years,Developer with a statistics or mathematics background; Desktop applications developer; Database administrator,C#; JavaScript; PHP; SQL,NA
United States,20 or more years,Desktop applications developer; Other,C#; Java; Scala; SQL,NA
United Kingdom,20 or more years,Web developer; Systems administrator,Perl,NA
Germany,20 or more years,Embedded applications/devices developer; Developer with a statistics or mathematics background; Other,Assembly; C; C++; JavaScript; PHP; Swift,64516.1290322581
Australia,20 or more years,Web developer; Desktop applications developer; Database administrator; Systems administrator,Java; JavaScript; PHP; Python,NA
Italy,20 or more years,Embedded applications/devices developer,C; C++; JavaScript; Perl; PHP; Python,NA
United Kingdom,20 or more years,NA,JavaScript; Perl; PHP,NA
Czech Republic,20 or more years,Developer with a statistics or mathematics background,Java; Scala; SQL,30540.3288958496
United Kingdom,20 or more years,NA,JavaScript; Perl; PHP; SQL,NA
Russian Federation,20 or more years,Web developer; Mobile developer; Graphic designer; Desktop applications developer,Assembly; C#; Java; JavaScript; PHP; SQL,NA
United Kingdom,20 or more years,Mobile developer,Java; Python,87500
Sweden,20 or more years,Embedded applications/devices developer; Desktop applications developer,Assembly; C; C++; Objective-C; SQL,NA
Canada,20 or more years,Graphics programming; Other,C++; Lua,116666.666666667
Chile,20 or more years,Machine learning specialist; Developer with a statistics or mathematics background; Desktop applications developer; Quality assurance engineer,Python; R; Scala; SQL,29948.0588354573
Spain,20 or more years,Web developer,JavaScript; PHP; SQL,NA
United Kingdom,20 or more years,NA,Python,NA
Netherlands,20 or more years,Embedded applications/devices developer,C++; Java; Python,75268.8172043011
United States,20 or more years,Mobile developer; Graphics programming; Desktop applications developer,Objective-C; Swift,NA
Netherlands,20 or more years,Web developer,C#; JavaScript; SQL,NA
United States,20 or more years,Web developer; Mobile developer; Desktop applications developer; Systems administrator; Quality assurance engineer,C; C++; C#; JavaScript; PHP; Python; SQL,NA
France,20 or more years,Web developer; Mobile developer,Java; JavaScript; Objective-C; PHP; SQL,NA
South Korea,20 or more years,Embedded applications/devices developer,Assembly; C; C++; Java; Python,65403.3643490621
Canada,20 or more years,Web developer; Embedded applications/devices developer,CoffeeScript; JavaScript; Ruby; SQL,87121.2121212121
Canada,20 or more years,Web developer; Other,C; Go; Java; JavaScript; PHP; Python; SQL,NA
United States,20 or more years,Desktop applications developer,C++; JavaScript; Python,155e3
Hungary,20 or more years,Mobile developer,Objective-C,NA
Sweden,20 or more years,NA,Java; JavaScript; PHP; SQL; VBA,NA
United States,20 or more years,NA,Java; JavaScript; SQL,NA
Nicaragua,20 or more years,Web developer,JavaScript; Python; SQL,NA
United States,20 or more years,Web developer,Java; JavaScript; Python,NA
Belgium,20 or more years,Web developer; DevOps specialist; Other,C#; JavaScript; Python; TypeScript; VB.NET,NA
Russian Federation,20 or more years,NA,PHP,NA
United Kingdom,20 or more years,Web developer; Mobile developer; Desktop applications developer,C#; JavaScript; SQL; TypeScript,NA
United Kingdom,20 or more years,Web developer; Desktop applications developer,C#; JavaScript; PHP; SQL; VB.NET,93750
United Kingdom,20 or more years,NA,C#; JavaScript; TypeScript,NA
Belgium,20 or more years,Systems administrator; DevOps specialist,Java; Perl; Python,NA
Greece,20 or more years,Web developer,JavaScript; SQL; VB.NET,NA
Australia,20 or more years,NA,C++; Java,NA
United States,20 or more years,Web developer,C#; JavaScript; PHP; SQL,5e4
Germany,20 or more years,Developer with a statistics or mathematics background; Other,C#; Java; JavaScript,75268.8172043011
Germany,20 or more years,Web developer; DevOps specialist,Go; Java; JavaScript; Scala; SQL,NA
Kenya,20 or more years,Web developer; Mobile developer; Desktop applications developer; Database administrator; Systems administrator,JavaScript; PHP; SQL,NA
Australia,20 or more years,NA,NA,NA
Canada,20 or more years,Web developer; Systems administrator; DevOps specialist,Perl,NA
United States,20 or more years,Other,C#,NA
United States,20 or more years,Web developer; Database administrator; Systems administrator; DevOps specialist,JavaScript; Perl; PHP; Python; SQL,87e3
United States,20 or more years,NA,NA,NA
United States,20 or more years,Embedded applications/devices developer; Data scientist; Database administrator; Systems administrator; DevOps specialist,C; Java; Perl; PHP; Python; SQL; Visual Basic 6,1e5
Spain,20 or more years,NA,NA,NA
Canada,20 or more years,Developer with a statistics or mathematics background,NA,NA
Germany,20 or more years,Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,NA,NA
Slovenia,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer,NA,21505.376344086
United Kingdom,20 or more years,NA,NA,NA
Germany,20 or more years,Embedded applications/devices developer,NA,NA
Serbia,20 or more years,Web developer,NA,NA
Sweden,20 or more years,Web developer; Graphics programming,NA,NA
Canada,20 or more years,Web developer; Embedded applications/devices developer; Desktop applications developer,C; JavaScript; PHP,NA
United Kingdom,20 or more years,Web developer; DevOps specialist,C; C++; C#; Clojure; JavaScript; Perl; Python; SQL,NA
Hungary,20 or more years,NA,C++; CoffeeScript; Groovy; Java; JavaScript; Lua; Objective-C; PHP; Python; SQL,NA
Romania,20 or more years,Web developer; Desktop applications developer,Java; JavaScript; SQL; TypeScript,NA
India,20 or more years,Web developer,JavaScript; TypeScript,NA
United Kingdom,20 or more years,Web developer,JavaScript; PHP; SQL,NA
United States,20 or more years,Web developer; Desktop applications developer,C#; SQL,NA
Australia,20 or more years,Web developer,Java,106060.606060606
United States,20 or more years,Web developer; Mobile developer; DevOps specialist,Go; Java; JavaScript; R; Scala; SQL; TypeScript,NA
Luxembourg,20 or more years,Desktop applications developer,C#; SQL; VBA,NA
India,20 or more years,Web developer; Desktop applications developer,C#; JavaScript; SQL; VB.NET,16150.3450300984
United States,20 or more years,Other,Ruby; Smalltalk; SQL,NA
Germany,20 or more years,Developer with a statistics or mathematics background; Desktop applications developer,C#,NA
United States,20 or more years,Web developer,Java; JavaScript; SQL,133e3
United Kingdom,20 or more years,Mobile developer,Groovy; Java; JavaScript; SQL; TypeScript,NA
South Africa,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer,C; C#; JavaScript; Ruby; SQL,NA
United States,20 or more years,Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,C#; Python; VBA,NA
Russian Federation,20 or more years,DevOps specialist,JavaScript; PHP,NA
Germany,20 or more years,NA,Clojure; Java; SQL,NA
United States,20 or more years,Web developer,C; C++; Java; JavaScript,165e3
United States,20 or more years,NA,Python,NA
Canada,20 or more years,Other,Java,NA
United States,20 or more years,Embedded applications/devices developer,C; C++; JavaScript; Python,NA
United States,20 or more years,NA,C#; SQL,NA
Mexico,20 or more years,Web developer; Mobile developer; Machine learning specialist; Data scientist; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer,Assembly; C; C++; Java; JavaScript; Matlab; Python; R; Scala; SQL,NA
Germany,20 or more years,Web developer; Data scientist; Desktop applications developer,C#; Python; SQL,59139.7849462366
United States,20 or more years,Web developer; Desktop applications developer,C#; JavaScript; Perl; PHP,75e3
United States,20 or more years,Web developer; Mobile developer; Desktop applications developer,C#; Java; JavaScript; PHP; Python; SQL; Swift,NA
France,20 or more years,Desktop applications developer; Quality assurance engineer,C; C++; C#; SQL,40860.2150537634
United States,20 or more years,NA,JavaScript; Perl; PHP; SQL,NA
United Kingdom,20 or more years,Mobile developer,Java,NA
United Kingdom,20 or more years,Desktop applications developer,C++,NA
Brazil,20 or more years,Web developer,Assembly; C; C++; C#; Java; JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,NA
Canada,20 or more years,NA,C; C++; Perl; SQL,NA
Canada,20 or more years,NA,NA,NA
Italy,20 or more years,Web developer; Desktop applications developer,JavaScript; SQL,NA
Croatia,20 or more years,Web developer,Java,NA
United Kingdom,20 or more years,Other,Java; SQL,NA
United States,20 or more years,Desktop applications developer,NA,74e3
United States,20 or more years,Desktop applications developer,C#; F#; SQL,93e3
United States,20 or more years,Web developer,JavaScript; Ruby; SQL,NA
Czech Republic,20 or more years,Web developer; Desktop applications developer,C#; SQL,NA
Estonia,20 or more years,Data scientist; Desktop applications developer; Database administrator,C#; Go; SQL; VB.NET; Visual Basic 6,37634.4086021505
Ukraine,20 or more years,Web developer; Database administrator,Python,NA
United States,20 or more years,Web developer,Groovy; Java; JavaScript; SQL,89e3
Poland,20 or more years,Mobile developer,Swift,NA
Switzerland,20 or more years,Developer with a statistics or mathematics background,C#; Java; JavaScript; Matlab; SQL,NA
Norway,20 or more years,Web developer; Quality assurance engineer,Java; SQL,84928.2296650718
United Arab Emirates,20 or more years,Web developer; Mobile developer,Clojure; Java; JavaScript; SQL,115053.76344086
Germany,20 or more years,Web developer,C#; JavaScript; SQL; TypeScript,NA
Japan,20 or more years,NA,C#; F#; Haskell; Java; JavaScript; Matlab; Python; R; Scala,NA
Iran,20 or more years,Web developer,C#; JavaScript,NA
Poland,20 or more years,Web developer; Database administrator; DevOps specialist,JavaScript; Objective-C; Python; SQL,NA
Netherlands,20 or more years,Developer with a statistics or mathematics background; Other,C; C++; JavaScript; SQL,53763.4408602151
United States,20 or more years,Web developer; Desktop applications developer,C; C#; Common Lisp; Java; JavaScript; Python; SQL; VB.NET,NA
United States,20 or more years,Desktop applications developer,Assembly; C; C++; Erlang; Go; Java; JavaScript; Matlab; Perl; PHP; Python; Smalltalk; SQL,NA
United States,20 or more years,Desktop applications developer,Assembly; C; C++; C#; F#; Go; Haskell; Java; JavaScript; Python; SQL; TypeScript,NA
United States,20 or more years,Web developer,C#; JavaScript; TypeScript,NA
United States,20 or more years,Web developer,Java; JavaScript; SQL,112e3
United Kingdom,20 or more years,Web developer,C; C++; C#; JavaScript; SQL,NA
United Kingdom,20 or more years,Data scientist; Database administrator; Systems administrator,C#; JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,53750
United States,20 or more years,Mobile developer; Systems administrator,C; Java; Perl,NA
Germany,20 or more years,Web developer,C; JavaScript; PHP; Python; SQL,45161.2903225806
United States,20 or more years,Web developer; Desktop applications developer,JavaScript; SQL,NA
United States,20 or more years,Desktop applications developer,C++; C#,14e4
Italy,20 or more years,NA,Assembly; C; C++; C#; Python; SQL,NA
