Country,YearsProgram,DeveloperType,HaveWorkedLanguage,Salary
Philippines,4 to 5 years,NA,Lua; PHP; Python; SQL,NA
India,4 to 5 years,NA,C; C++; Java; PHP; SQL,NA
Croatia,4 to 5 years,Web developer,C; JavaScript; Python,38600
Germany,4 to 5 years,NA,C; C++; Java; JavaScript,NA
United States,4 to 5 years,NA,C; Java; Matlab; Python,NA
Bulgaria,4 to 5 years,NA,JavaScript; PHP; SQL,NA
India,4 to 5 years,NA,C; C++; Java,NA
Romania,4 to 5 years,Web developer,Assembly; C; C++; Java; JavaScript; Python; Ruby; SQL,NA
Portugal,4 to 5 years,Web developer,C++; JavaScript; PHP; SQL; TypeScript,NA
France,4 to 5 years,Web developer; Database administrator,JavaScript; PHP; SQL; TypeScript,21505.376344086
India,4 to 5 years,NA,C; Groovy; Java; Python,NA
India,4 to 5 years,NA,C; Java; Python,NA
India,4 to 5 years,Desktop applications developer,NA,NA
I prefer not to say,4 to 5 years,Web developer; Mobile developer; Embedded applications/devices developer; Machine learning specialist; Developer with a statistics or mathematics background; Graphic designer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,NA,NA
Italy,4 to 5 years,NA,NA,NA
United States,4 to 5 years,NA,C; Java; JavaScript; SQL,NA
Canada,4 to 5 years,NA,C; Matlab,NA
United States,4 to 5 years,Web developer; Desktop applications developer; Database administrator; Systems administrator; Quality assurance engineer,C#; Python; SQL; VB.NET,65e3
United States,4 to 5 years,Web developer; Systems administrator; DevOps specialist,C; CoffeeScript; Common Lisp; Clojure; Elixir; Erlang; JavaScript; Lua; Python; Ruby,NA
South Africa,4 to 5 years,Web developer; Systems administrator,JavaScript; TypeScript,37119.5248700817
Netherlands,4 to 5 years,NA,Java; JavaScript; PHP; Python; SQL,NA
France,4 to 5 years,Web developer,C#; JavaScript; SQL; TypeScript,38709.6774193548
Canada,4 to 5 years,NA,Python; Rust,NA
Canada,4 to 5 years,NA,Python; Swift,NA
United States,4 to 5 years,Web developer,Ruby,NA
United States,4 to 5 years,Web developer; Mobile developer,Groovy; Java; JavaScript; Python; SQL; TypeScript,109e3
France,4 to 5 years,NA,C; C++; Java; JavaScript; Python,NA
United States,4 to 5 years,Mobile developer; Graphics programming; Developer with a statistics or mathematics background; Desktop applications developer,C++; C#; F#; JavaScript; Python,NA
India,4 to 5 years,Web developer; Mobile developer,C; C++; JavaScript,NA
South Africa,4 to 5 years,Web developer,Assembly; C++; JavaScript; PHP; SQL,853.749072011878
India,4 to 5 years,NA,Assembly; C; Java; JavaScript; PHP; Python; SQL,NA
Thailand,4 to 5 years,Web developer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist; Other,C; C++; C#; Java; JavaScript; PHP; Python; SQL; VBA; Visual Basic 6,NA
India,4 to 5 years,Web developer,Go; Python,14682.131845544
Nigeria,4 to 5 years,Web developer,PHP; Ruby; SQL,NA
Canada,4 to 5 years,Web developer; Graphic designer; Database administrator; Systems administrator,C#; JavaScript; PHP; Ruby; SQL; Swift; VB.NET,NA
Portugal,4 to 5 years,Web developer; Mobile developer; Desktop applications developer; Database administrator,C#; JavaScript,12365.5913978495
United States,4 to 5 years,NA,Java; JavaScript; PHP; SQL,NA
Mexico,4 to 5 years,Web developer,C#; CoffeeScript; Java; JavaScript; Objective-C; SQL; Swift,11e4
India,4 to 5 years,NA,C; C++; Java; JavaScript; Lua; Matlab; Python,NA
India,4 to 5 years,Web developer,Java; JavaScript; Python,NA
Netherlands,4 to 5 years,NA,Haskell; Java; PHP; Python; SQL,NA
Spain,4 to 5 years,Web developer; Desktop applications developer,C#; JavaScript,26881.7204301075
Canada,4 to 5 years,NA,Assembly; C++; C#; Python,NA
Croatia,4 to 5 years,Web developer,NA,NA
China,4 to 5 years,Web developer; Desktop applications developer; Database administrator,Java; JavaScript; SQL,NA
Thailand,4 to 5 years,NA,Java; JavaScript; PHP; SQL,NA
United Kingdom,4 to 5 years,Web developer,C++; Python,NA
Canada,4 to 5 years,NA,C++,NA
United States,4 to 5 years,NA,Assembly; C; Java; JavaScript; PHP; SQL,NA
United States,4 to 5 years,Web developer; Database administrator; DevOps specialist,JavaScript; PHP; SQL; TypeScript,11e4
France,4 to 5 years,NA,Assembly; C; C#; Python,NA
Norway,4 to 5 years,NA,C; Go; Lua; Python,NA
France,4 to 5 years,NA,C; Java; JavaScript; PHP; Python,NA
Canada,4 to 5 years,Web developer; Developer with a statistics or mathematics background,JavaScript; Python; Ruby,37878.7878787879
United States,4 to 5 years,NA,Assembly; C; C++; Common Lisp; Clojure; Erlang; Go; Haskell; Java; JavaScript; Python; R,NA
Poland,4 to 5 years,Web developer,C++; JavaScript; Lua; PHP; Python; SQL,NA
United States,4 to 5 years,NA,Java,NA
Denmark,4 to 5 years,Machine learning specialist; Data scientist,C#; Java; JavaScript; Python; Scala; SQL; VBA,51282.0512820513
United Kingdom,4 to 5 years,NA,C++; Java; JavaScript,NA
Canada,4 to 5 years,Web developer,JavaScript; Python,53030.303030303
Pakistan,4 to 5 years,Web developer; DevOps specialist,CoffeeScript; JavaScript; PHP; Ruby; SQL,NA
United States,4 to 5 years,DevOps specialist,C#; SQL,NA
Romania,4 to 5 years,Web developer; Mobile developer,C; Java; JavaScript; Python,NA
India,4 to 5 years,Web developer; Mobile developer; Embedded applications/devices developer,Assembly; C; Java; JavaScript; Python,NA
Pakistan,4 to 5 years,NA,PHP,NA
Colombia,4 to 5 years,Mobile developer,JavaScript; Objective-C; Swift,NA
Nepal,4 to 5 years,NA,C; JavaScript; Python; Ruby,NA
France,4 to 5 years,Web developer; DevOps specialist,Python,53763.4408602151
Egypt,4 to 5 years,Web developer,Assembly; C; C++; JavaScript; PHP; Python; Rust,NA
United Kingdom,4 to 5 years,Web developer; Desktop applications developer,C#; Java; JavaScript; SQL,4e4
Canada,4 to 5 years,Web developer,Java; JavaScript; SQL; TypeScript,NA
Ecuador,4 to 5 years,NA,Java; Python,NA
Uganda,4 to 5 years,Web developer; Embedded applications/devices developer; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Database administrator,Java,NA
France,4 to 5 years,NA,C; Java; JavaScript; Matlab; Python; SQL,NA
France,4 to 5 years,Web developer; Desktop applications developer; DevOps specialist,C#; Elixir; JavaScript,NA
India,4 to 5 years,Web developer,JavaScript; PHP; SQL,NA
Germany,4 to 5 years,Mobile developer,Objective-C; Ruby; Swift,53763.4408602151
United States,4 to 5 years,Web developer; Desktop applications developer; Database administrator; Systems administrator,JavaScript; SQL; VB.NET,37e3
United States,4 to 5 years,NA,C++; CoffeeScript; JavaScript; Python,NA
Romania,4 to 5 years,NA,C; C++; C#,NA
New Zealand,4 to 5 years,NA,Java; JavaScript; Python,NA
Bangladesh,4 to 5 years,Web developer; Developer with a statistics or mathematics background; Data scientist; Database administrator,Java; JavaScript; PHP; Python; TypeScript,NA
France,4 to 5 years,NA,Java; JavaScript; SQL,NA
Brazil,4 to 5 years,Web developer; Mobile developer,Java,NA
United Kingdom,4 to 5 years,NA,Matlab; R,NA
United States,4 to 5 years,Web developer; Desktop applications developer; Database administrator; Quality assurance engineer,JavaScript; SQL; VB.NET; Visual Basic 6,NA
United Kingdom,4 to 5 years,Web developer; Mobile developer,Java; JavaScript; PHP; Python; Swift,NA
Germany,4 to 5 years,NA,C++; C#; Java,NA
United States,4 to 5 years,NA,PHP; Python; SQL,NA
United States,4 to 5 years,Web developer; Mobile developer; Desktop applications developer,C; C++; C#; JavaScript; Lua; Objective-C; PHP; Ruby; SQL; Swift,85e3
Germany,4 to 5 years,Embedded applications/devices developer,C; Matlab,NA
United States,4 to 5 years,NA,Python,NA
United States,4 to 5 years,NA,C#; Java; Python,NA
United States,4 to 5 years,Web developer; DevOps specialist; Other,Java; Scala,132e3
Spain,4 to 5 years,Web developer,Java; Python,25806.4516129032
United States,4 to 5 years,NA,JavaScript; Python,NA
Uganda,4 to 5 years,Web developer; Mobile developer; Desktop applications developer,Java; JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,NA
Poland,4 to 5 years,Mobile developer,C++; Java; Python; SQL,NA
Denmark,4 to 5 years,NA,C++; C#; Java; JavaScript; PHP; SQL,NA
Netherlands,4 to 5 years,NA,Java; JavaScript; PHP; SQL,NA
Hong Kong,4 to 5 years,Web developer; Mobile developer; Database administrator,Java; JavaScript; SQL; Swift,NA
United Kingdom,4 to 5 years,NA,C; JavaScript; Python; Ruby,NA
Czech Republic,4 to 5 years,NA,Assembly; C; C++; Java; JavaScript; Rust; SQL,NA
Mexico,4 to 5 years,NA,C; C++; PHP; Python,NA
United Kingdom,4 to 5 years,NA,Assembly; C; C++; Java; JavaScript; Lua; Python,NA
Australia,4 to 5 years,NA,C; C++; Java; JavaScript; PHP; Python; SQL,NA
Germany,4 to 5 years,Web developer; Data scientist,C++; C#; Elixir; F#; Java; JavaScript; PHP; Ruby; Scala; SQL; Swift; TypeScript,NA
Germany,4 to 5 years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer,C#; Java; SQL; VB.NET,698.924731182796
India,4 to 5 years,NA,Java; JavaScript,NA
Iran,4 to 5 years,NA,C; C++; PHP; SQL,NA
Greece,4 to 5 years,NA,Java; JavaScript; SQL; VB.NET,NA
Chile,4 to 5 years,NA,C; Java; JavaScript; Python; SQL,NA
United States,4 to 5 years,NA,Java; JavaScript; PHP; SQL,NA
India,4 to 5 years,Web developer; Embedded applications/devices developer; Desktop applications developer,C; C++; C#; Java; JavaScript; PHP,NA
Romania,4 to 5 years,Web developer; Desktop applications developer,C#; JavaScript; SQL; TypeScript,1672.04301075269
Italy,4 to 5 years,NA,C#; JavaScript; PHP; SQL,NA
United States,4 to 5 years,NA,Assembly; C; C++; CoffeeScript; Java; JavaScript; Matlab; Python,NA
Italy,4 to 5 years,Web developer; Mobile developer; Desktop applications developer,C; C++; Java; JavaScript; Objective-C,NA
South Africa,4 to 5 years,NA,NA,NA
Indonesia,4 to 5 years,NA,Java; JavaScript; Python,NA
Sweden,4 to 5 years,Web developer,CoffeeScript; Java; JavaScript; PHP; Python,NA
United States,4 to 5 years,Web developer; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer,C++; C#; JavaScript; Ruby; SQL; VB.NET,71e3
United States,4 to 5 years,NA,C; C++; Java; Python,NA
United States,4 to 5 years,NA,C; C++; C#; Java; JavaScript; SQL; TypeScript,NA
Ireland,4 to 5 years,Desktop applications developer,C++; JavaScript,NA
United States,4 to 5 years,NA,JavaScript; Python; Swift,NA
India,4 to 5 years,Web developer; Desktop applications developer; Database administrator,Assembly; C++; Java; JavaScript; SQL,NA
United States,4 to 5 years,Web developer; Data scientist; Database administrator; DevOps specialist; Other,C++; C#; JavaScript; PHP; Python; SQL,NA
Canada,4 to 5 years,Web developer; Mobile developer,Java; JavaScript; SQL,NA
Netherlands,4 to 5 years,Web developer; Mobile developer; Graphic designer,JavaScript; PHP; Python; SQL,25806.4516129032
India,4 to 5 years,Web developer,JavaScript; PHP,NA
India,4 to 5 years,NA,C; C++; Java; JavaScript; PHP; Python; R; SQL; Swift,NA
Switzerland,4 to 5 years,NA,C++; C#; JavaScript; SQL,NA
China,4 to 5 years,NA,C; Haskell; Python,NA
Nigeria,4 to 5 years,Web developer; Systems administrator; DevOps specialist,PHP,NA
I prefer not to say,4 to 5 years,NA,C; C++; Java; Objective-C; Python,NA
Austria,4 to 5 years,Web developer,JavaScript; PHP; Python,21505.376344086
Ireland,4 to 5 years,NA,JavaScript,NA
United States,4 to 5 years,NA,Java; PHP; SQL,NA
United States,4 to 5 years,NA,C++; Java; JavaScript; PHP,NA
France,4 to 5 years,NA,Java,NA
India,4 to 5 years,Web developer; Mobile developer; Machine learning specialist; Data scientist; Database administrator; Systems administrator,C; C++; Java; JavaScript; PHP; SQL; Swift,NA
New Zealand,4 to 5 years,NA,NA,NA
United Kingdom,4 to 5 years,NA,NA,NA
Canada,4 to 5 years,Web developer,C++; Groovy; Java; JavaScript; SQL; Swift; TypeScript,37878.7878787879
United States,4 to 5 years,Web developer,JavaScript; SQL; VB.NET,NA
Italy,4 to 5 years,Web developer; Mobile developer; Graphic designer; Desktop applications developer; Database administrator,NA,NA
New Zealand,4 to 5 years,Developer with a statistics or mathematics background; Data scientist,NA,NA
Syria,4 to 5 years,Web developer,NA,NA
Poland,4 to 5 years,NA,NA,NA
United Kingdom,4 to 5 years,Web developer; Systems administrator; DevOps specialist,NA,NA
Denmark,4 to 5 years,Web developer; Graphics programming; Graphic designer,JavaScript; PHP,NA
Canada,4 to 5 years,NA,C++; Go; Python,NA
Germany,4 to 5 years,NA,C++; Java; Python,NA
United States,4 to 5 years,Web developer,C#; Java; JavaScript; Ruby,65e3
France,4 to 5 years,NA,JavaScript; PHP; SQL,NA
United Kingdom,4 to 5 years,NA,C++; C#; JavaScript; PHP; Python,NA
United States,4 to 5 years,Database administrator,C#; Groovy; Java; Python; SQL,62e3
Greece,4 to 5 years,NA,C++; C#; Java; Lua; Python,NA
United States,4 to 5 years,NA,Java; JavaScript,NA
India,4 to 5 years,NA,C; C++; C#; Java; JavaScript; Lua; Python; VB.NET; Visual Basic 6,NA
Australia,4 to 5 years,NA,Java; JavaScript; Python; SQL,NA
United Kingdom,4 to 5 years,NA,Java; Lua; Ruby; VBA,NA
Norway,4 to 5 years,NA,C; JavaScript; Lua; PHP; SQL,NA
India,4 to 5 years,Web developer; Mobile developer; Desktop applications developer,C#; JavaScript; SQL; VB.NET,NA
Serbia,4 to 5 years,Web developer,Java; JavaScript; PHP; Python; Scala; SQL; Swift,NA
United States,4 to 5 years,NA,NA,NA
Brazil,4 to 5 years,NA,C; Lua; Python,NA
Israel,4 to 5 years,Web developer; Desktop applications developer,C#; JavaScript; SQL,NA
Lithuania,4 to 5 years,NA,C; Java; Python,NA
Croatia,4 to 5 years,Machine learning specialist; Systems administrator,C++; Python,NA
Poland,4 to 5 years,Web developer,PHP,NA
Canada,4 to 5 years,Web developer,C#; JavaScript; Python; R; SQL; TypeScript,NA
Nepal,4 to 5 years,NA,Java; JavaScript; PHP,NA
Italy,4 to 5 years,NA,Assembly; C++,NA
Brazil,4 to 5 years,Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,C; C++; C#; Go; Java; JavaScript; Matlab; PHP; Python; R; SQL; VB.NET,NA
Iran,4 to 5 years,Mobile developer; Embedded applications/devices developer; Systems administrator,C++; Java; JavaScript,NA
Tanzania,4 to 5 years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,JavaScript; Python; TypeScript,NA
Poland,4 to 5 years,Web developer; Desktop applications developer; DevOps specialist,Java; JavaScript; Matlab; Python; R; Scala,28395.0617283951
Nigeria,4 to 5 years,Web developer; Desktop applications developer; Database administrator,C#; Java; JavaScript,6.35424940428912
Sweden,4 to 5 years,NA,Assembly; C; C#; Go; Haskell; Java; Matlab; Python; SQL,NA
Kenya,4 to 5 years,Web developer; Mobile developer,Java; JavaScript; PHP; SQL,NA
Saudi Arabia,4 to 5 years,NA,C++; Java; Matlab; VBA,NA
Slovak Republic,4 to 5 years,Web developer; Developer with a statistics or mathematics background,C++; CoffeeScript; Java; JavaScript; Objective-C; Perl; PHP; R; SQL; TypeScript,32258.064516129
United Kingdom,4 to 5 years,Machine learning specialist; Data scientist,Java; JavaScript; Python,NA
United States,4 to 5 years,Desktop applications developer,C; C++,65e3
Azerbaidjan,4 to 5 years,NA,Assembly; C; C++; Common Lisp; Java; Perl; Python; Ruby; Rust; SQL,NA
Norway,4 to 5 years,NA,Assembly; C; Java; JavaScript; Python; VBA,NA
Israel,4 to 5 years,NA,Java; JavaScript,NA
Iran,4 to 5 years,NA,Assembly; C; C++; C#; Lua; Matlab; Python,NA
Canada,4 to 5 years,NA,C; C++; C#; Dart; Java; JavaScript; Objective-C; PHP; Python; Rust; SQL; Swift; TypeScript; VB.NET; VBA,NA
Sudan,4 to 5 years,NA,Java; SQL,NA
United States,4 to 5 years,Developer with a statistics or mathematics background; Other,Java; Python; Scala; SQL,80500
Ecuador,4 to 5 years,Web developer; Mobile developer; Database administrator; Systems administrator,Java; JavaScript; SQL,NA
Sweden,4 to 5 years,NA,C#,NA
United Kingdom,4 to 5 years,NA,JavaScript; Python,NA
Australia,4 to 5 years,NA,C++; C#; JavaScript; PHP; SQL,NA
United States,4 to 5 years,Mobile developer; Embedded applications/devices developer,C; C++; C#; Java; JavaScript; Python,NA
United Kingdom,4 to 5 years,Developer with a statistics or mathematics background,NA,NA
India,4 to 5 years,Web developer; Systems administrator,C; C++; Java; SQL,NA
Germany,4 to 5 years,NA,Java; JavaScript; Python,NA
Spain,4 to 5 years,NA,C++; Java; JavaScript; Python; Scala; SQL,NA
Sweden,4 to 5 years,NA,C; C++,NA
Zimbabwe,4 to 5 years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Developer with a statistics or mathematics background; Graphic designer; Desktop applications developer; Database administrator; Systems administrator,NA,NA
Romania,4 to 5 years,Web developer,NA,NA
Ireland,4 to 5 years,Web developer; DevOps specialist,NA,NA
Italy,4 to 5 years,NA,NA,NA
Canada,4 to 5 years,Web developer,C#; JavaScript,NA
United States,4 to 5 years,Web developer; Mobile developer; Graphics programming; Graphic designer,NA,NA
Switzerland,4 to 5 years,Desktop applications developer,VBA,135e3
Australia,4 to 5 years,Web developer,JavaScript; PHP,45454.5454545455
United Kingdom,4 to 5 years,Web developer,C#; Elixir; F#; JavaScript; Python; SQL,33750
United States,4 to 5 years,NA,Assembly; C; C++; C#; Java; Python,NA
Canada,4 to 5 years,Web developer; Mobile developer; Graphics programming; Developer with a statistics or mathematics background; Desktop applications developer,C#; Java,NA
United Kingdom,4 to 5 years,Web developer; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer,Java; JavaScript; Lua; Python; SQL,NA
United States,4 to 5 years,NA,Java; JavaScript; SQL; VB.NET; VBA; Visual Basic 6,NA
United Kingdom,4 to 5 years,NA,JavaScript; Python; SQL,NA
Sweden,4 to 5 years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer,C#; Java; JavaScript,NA
Ireland,4 to 5 years,Web developer; Graphic designer; Database administrator,C#; JavaScript; SQL; VB.NET,NA
China,4 to 5 years,Web developer,Java; JavaScript,14534.8837209302
United States,4 to 5 years,Web developer,JavaScript; PHP; Ruby; SQL,6e4
Netherlands,4 to 5 years,NA,Java; JavaScript; SQL,NA
Belgium,4 to 5 years,NA,C#; Java; JavaScript; SQL,NA
India,4 to 5 years,Web developer; Data scientist; Database administrator,JavaScript; Perl; PHP; Python,NA
Netherlands,4 to 5 years,NA,Java; JavaScript; PHP; Ruby; SQL,NA
Australia,4 to 5 years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Database administrator; Systems administrator; DevOps specialist,JavaScript; PHP; Python; SQL,NA
Canada,4 to 5 years,NA,C#; Java; JavaScript; Python; SQL,NA
United States,4 to 5 years,Web developer; Mobile developer,Java; PHP; Python,NA
United States,4 to 5 years,Web developer; Mobile developer; Database administrator; Systems administrator; DevOps specialist,JavaScript; Python; Swift; TypeScript,NA
United States,4 to 5 years,Mobile developer,Java,NA
United States,4 to 5 years,Web developer; Desktop applications developer,C#; JavaScript,NA
United States,4 to 5 years,NA,Go; Java; Python,NA
Canada,4 to 5 years,NA,C++; C#,NA
Austria,4 to 5 years,NA,Assembly; C; C++; C#; Java; JavaScript; PHP; Python; R,NA
Romania,4 to 5 years,NA,C; C++; Go; Rust,NA
France,4 to 5 years,Web developer; Desktop applications developer; Database administrator,Java; JavaScript; Ruby,34408.6021505376
South Africa,4 to 5 years,NA,Assembly; C++; Java; JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,NA
India,4 to 5 years,NA,JavaScript,NA
France,4 to 5 years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Database administrator; Systems administrator,JavaScript; PHP; SQL,1612.90322580645
Malaysia,4 to 5 years,Web developer; Mobile developer,Java; JavaScript; Objective-C; Python; Swift,3e4
United States,4 to 5 years,Web developer,JavaScript; PHP,6e4
Canada,4 to 5 years,Web developer; Embedded applications/devices developer,C; Python,NA
United Kingdom,4 to 5 years,Web developer; Mobile developer; Desktop applications developer,C#; JavaScript; SQL,NA
India,4 to 5 years,NA,JavaScript; PHP; SQL,NA
India,4 to 5 years,NA,C; C++; Java; Python,NA
United States,4 to 5 years,NA,Java; Python,NA
Taiwan,4 to 5 years,NA,JavaScript; Matlab; Python,NA
France,4 to 5 years,Web developer,C; JavaScript; Ruby,43010.752688172
Ireland,4 to 5 years,NA,C#,NA
Italy,4 to 5 years,NA,Java; Python,NA
Morocco,4 to 5 years,NA,C; C#; Java; JavaScript; TypeScript,NA
United Kingdom,4 to 5 years,Mobile developer; Data scientist; Desktop applications developer,C#; Clojure; Go; Java; JavaScript; Objective-C; Ruby; SQL; Swift,NA
Poland,4 to 5 years,Web developer,Python,23703.7037037037
France,4 to 5 years,NA,JavaScript; Perl; VB.NET; VBA,NA
Italy,4 to 5 years,NA,C#; Java; JavaScript; PHP; SQL,NA
Germany,4 to 5 years,Web developer; Graphic designer; Systems administrator,C#; Go; Java; JavaScript; PHP; SQL,NA
Sri Lanka,4 to 5 years,Desktop applications developer,C#; Java; JavaScript; Matlab; PHP; SQL,521.624298448333
Russian Federation,4 to 5 years,NA,C++; Java; JavaScript; Objective-C; Python; SQL; Swift,NA
Canada,4 to 5 years,NA,C++; JavaScript; PHP,NA
United States,4 to 5 years,NA,Assembly; C; C++; C#; Java; PHP; Python; R; SQL; VBA,NA
Brazil,4 to 5 years,NA,NA,NA
Romania,4 to 5 years,NA,Assembly; C; C++; Java; Objective-C; Swift,NA
Uruguay,4 to 5 years,Data scientist,C++; Haskell; JavaScript; Python,NA
Slovenia,4 to 5 years,Web developer,JavaScript; PHP; SQL,NA
United States,4 to 5 years,NA,C++; Java; JavaScript; SQL,NA
Germany,4 to 5 years,NA,Java; JavaScript; PHP; SQL,NA
Germany,4 to 5 years,Embedded applications/devices developer,C; C++; Matlab,64516.1290322581
India,4 to 5 years,NA,C; C++; C#; Java; SQL; VB.NET,NA
France,4 to 5 years,Web developer; Mobile developer; Data scientist; Database administrator; Systems administrator,C++; Java; JavaScript; Python; Swift; TypeScript,1478.49462365591
Hungary,4 to 5 years,Web developer,JavaScript; PHP; SQL,NA
Italy,4 to 5 years,NA,Assembly; C; C++; Java; JavaScript; Python,NA
Philippines,4 to 5 years,Web developer,Java; JavaScript; PHP; SQL; VB.NET; Visual Basic 6,NA
United States,4 to 5 years,NA,Java,NA
United Kingdom,4 to 5 years,NA,JavaScript; PHP; SQL,NA
United Kingdom,4 to 5 years,Web developer,CoffeeScript; Groovy; Java; JavaScript; Scala; SQL,18750
France,4 to 5 years,NA,C; JavaScript; SQL,NA
United Kingdom,4 to 5 years,Systems administrator; DevOps specialist,JavaScript; PHP; Ruby; SQL,42500
Netherlands,4 to 5 years,NA,PHP; SQL; Swift,NA
Philippines,4 to 5 years,Desktop applications developer; Database administrator,C#; SQL,NA
India,4 to 5 years,Web developer; DevOps specialist,Java; JavaScript; PHP; SQL,NA
Costa Rica,4 to 5 years,Mobile developer; Desktop applications developer,C#; R; Swift; TypeScript,NA
India,4 to 5 years,Web developer; Mobile developer; Systems administrator,Java; JavaScript; Python; Ruby; SQL; Swift,NA
Iran,4 to 5 years,Web developer,NA,NA
Mexico,4 to 5 years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer,NA,NA
South Africa,4 to 5 years,Web developer,Java; Python,20786.9339272457
India,4 to 5 years,Web developer; Mobile developer; Database administrator,NA,NA
Iceland,4 to 5 years,NA,C#; Java; JavaScript,NA
Vietnam,4 to 5 years,Web developer,NA,NA
United States,4 to 5 years,Web developer; Mobile developer,NA,NA
Germany,4 to 5 years,NA,NA,NA
Canada,4 to 5 years,Web developer,NA,NA
India,4 to 5 years,NA,NA,NA
India,4 to 5 years,Web developer,PHP,NA
United Kingdom,4 to 5 years,Web developer,C#; Groovy; Java; JavaScript; PHP; Python; SQL,29375
United States,4 to 5 years,Web developer; Mobile developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,JavaScript; Python; R,NA
India,4 to 5 years,Mobile developer,Java,NA
United Kingdom,4 to 5 years,Web developer; Developer with a statistics or mathematics background,Java; JavaScript; Python; R; SQL,38125
India,4 to 5 years,Web developer,JavaScript; TypeScript,NA
Iran,4 to 5 years,Web developer; Desktop applications developer; Database administrator,C#; JavaScript; SQL,NA
United Kingdom,4 to 5 years,Web developer; Systems administrator,C#; JavaScript; SQL,35e3
Finland,4 to 5 years,NA,Java; JavaScript,NA
United States,4 to 5 years,NA,PHP; Python,NA
Australia,4 to 5 years,NA,C; Java; Lua; Matlab; Python; SQL,NA
Bangladesh,4 to 5 years,Mobile developer,Objective-C,NA
India,4 to 5 years,NA,C; C++; C#; Java; JavaScript; PHP; Python,NA
United States,4 to 5 years,Web developer; Database administrator,C#; Java; JavaScript; Python; SQL; TypeScript; VB.NET,1e5
United Kingdom,4 to 5 years,Web developer,Java; JavaScript; Python; SQL,28750
United States,4 to 5 years,NA,C#; Java; SQL; VB.NET,NA
Slovenia,4 to 5 years,NA,C; C++; JavaScript; VB.NET,NA
New Zealand,4 to 5 years,NA,Python,NA
United States,4 to 5 years,NA,Java; PHP,NA
United States,4 to 5 years,NA,C++; Matlab,NA
Nigeria,4 to 5 years,NA,C#; Java,NA
Montenegro,4 to 5 years,NA,C++; Java; JavaScript; PHP; Python; R; SQL; VBA,NA
United States,4 to 5 years,NA,C++; Java; JavaScript; PHP; Python; Swift,NA
United States,4 to 5 years,NA,Go; Java; JavaScript; Python; SQL,NA
United States,4 to 5 years,NA,Java; JavaScript; Objective-C,NA
India,4 to 5 years,Web developer; Mobile developer,C; C++; Go; Groovy; Java; JavaScript; Python; SQL,NA
India,4 to 5 years,NA,C#; Java; JavaScript; PHP; SQL,NA
United Kingdom,4 to 5 years,NA,JavaScript; Python,NA
United States,4 to 5 years,NA,C; C++; C#; Common Lisp; Java,NA
Germany,4 to 5 years,NA,C#; Java; Python; Swift,NA
United States,4 to 5 years,NA,Assembly; C++; Java; JavaScript; Python; Swift,NA
United States,4 to 5 years,Web developer; Mobile developer; Data scientist; Database administrator; Systems administrator,CoffeeScript; JavaScript; Objective-C; PHP; Python; Ruby; SQL; Swift,NA
United States,4 to 5 years,NA,NA,NA
Sri Lanka,4 to 5 years,Web developer,NA,NA
Canada,4 to 5 years,NA,Java; JavaScript; Python; SQL,NA
United States,4 to 5 years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer; Database administrator; DevOps specialist,C#; Java; JavaScript; Python; SQL; TypeScript,NA
United Kingdom,4 to 5 years,Data scientist,Java; Python; R; SQL,NA
United States,4 to 5 years,Web developer,NA,72500
United Kingdom,4 to 5 years,NA,NA,NA
United States,4 to 5 years,Mobile developer,NA,75e3
United States,4 to 5 years,NA,JavaScript; PHP; Python,NA
United States,4 to 5 years,NA,C; C++; C#; Java; JavaScript; Matlab; Objective-C; PHP; Python; SQL; Swift,NA
Switzerland,4 to 5 years,Web developer; Mobile developer,NA,NA
Philippines,4 to 5 years,Web developer; Mobile developer; Graphic designer; Desktop applications developer,Objective-C; PHP,NA
Brazil,4 to 5 years,Web developer; Mobile developer,NA,NA
Germany,4 to 5 years,NA,Java; Python; SQL,NA
Germany,4 to 5 years,Mobile developer,NA,NA
United States,4 to 5 years,NA,Matlab,NA
India,4 to 5 years,Web developer; Mobile developer,Java; JavaScript,NA
Spain,4 to 5 years,Mobile developer; Desktop applications developer,NA,NA
Switzerland,4 to 5 years,NA,C#; Java; JavaScript; Lua; SQL; VB.NET; VBA,NA
United States,4 to 5 years,NA,C++; C#,NA
India,4 to 5 years,Web developer,Assembly; C; JavaScript; Python; Ruby; SQL,NA
